Zin;Context;;;
Laten we rustig liggen en ontspannen.;Naar bed;;;
Misschien droom je wel van iets heel moois!;Naar bed;;;
Wil je dat ik een slaapliedje zing?;Naar bed;;;
Wil je dat ik je instop?;Naar bed;;;
Wil je dat ik je rugje aai?;Naar bed;;;
Wil je een verhaaltje of meteen slapen?;Naar bed;;;
Wil je met je knuffel in slaap vallen?;Naar bed;;;
Zal ik je een kusje geven op je voorhoofd?;Naar bed;;;
Zal ik je hand vasthouden totdat je slaapt?;Naar bed;;;
Daar komt een grote gaap!;Naar bed gaan;;;
Ga maar lekker onder de deken.;Naar bed gaan;;;
Oh, daar komt een klein gaapje!;Naar bed gaan;;;
Wat een zachte deken heb je.;Naar bed gaan;;;
Wil je een dutje doen?;Naar bed gaan;;;
Armpjes erin.;Naar bed gaan;;;
dan doen we daarna lekker je slaapzakje aan.;Naar bed gaan;;;
Dat is de maan, wat een grote maan.;Naar bed gaan;;;
Even lekker een dutje doen.;Naar bed gaan;;;
Gordijntjes dicht.;Naar bed gaan;;;
Het is mooi geweest.;Naar bed gaan;;;
Het is tijd om een dutje te doen.;Naar bed gaan;;;
Hey boefje, ben je al een beetje moe?;Naar bed gaan;;;
je gaat zo lekker naar bed;Naar bed gaan;;;
je krijgt nog even een schone luier.;Naar bed gaan;;;
Je mag lekker gaan slapen.;Naar bed gaan;;;
Konijntje erbij. (knuffel);Naar bed gaan;;;
Konijntje gaat ook slapen. (knuffel);Naar bed gaan;;;
Lampje uit.;Naar bed gaan;;;
maar mevrouwtje, het is bedtijd.;Naar bed gaan;;;
nog even verschonen ;Naar bed gaan;;;
Oh, Bobby is moe.;Naar bed gaan;;;
slaapzakje dicht.;Naar bed gaan;;;
Speentje erbij.;Naar bed gaan;;;
Waar ben je naar aan het kijken?;Naar bed gaan;;;
Wat ben je onrustig.;Naar bed gaan;;;
Wauw, kijk eens.;Naar bed gaan;;;
We gaan eerst je slaapzakje aandoen en dan gaan we nog even een boekje lezen.;Naar bed gaan;;;
Laten we heel zachtjes fluisteren, want het is bedtijd.;Naar bed, Geluiden;;;
Bobby en papa gaan op mannenuitje.;Naar buiten gaan;;;
dekentje erbij.;Naar buiten gaan;;;
Een mutsie op.;Naar buiten gaan;;;
Even goed aankleden.;Naar buiten gaan;;;
Even op avontuur in de buurt.;Naar buiten gaan;;;
even spulletjes pakken.;Naar buiten gaan;;;
Ga maar even kijken.;Naar buiten gaan;;;
Heb jij zin om met papa op avontuur te gaan?;Naar buiten gaan;;;
Het is een beetje koud buiten.;Naar buiten gaan;;;
het zonnetje schijnt.;Naar buiten gaan;;;
Kom maar gaan we met de lift naar beneden.;Naar buiten gaan;;;
Kom maar lekker liggen, alles even goed doen.;Naar buiten gaan;;;
Kom maar, we gaan even lekker naar buiten.;Naar buiten gaan;;;
Mooie blauwe lucht.;Naar buiten gaan;;;
oh zon, felle zon.;Naar buiten gaan;;;
Pas op, zon op je kop.;Naar buiten gaan;;;
Samen op avontuur.;Naar buiten gaan;;;
Waar gaan we nou naartoe?;Naar buiten gaan;;;
Waar zijn we nou?;Naar buiten gaan;;;
Wat gaan we allemaal meemaken?;Naar buiten gaan;;;
Wat is er allemaal te zien?;Naar buiten gaan;;;
Wat zie je allemaal?;Naar buiten gaan;;;
Wat zie jij er stoer uit in je mooie jas.;Naar buiten gaan;;;
We gaan een wandeling maken.;Naar buiten gaan;;;
we gaan even naar de supermarkt.;Naar buiten gaan;;;
zie je de blauwe lucht?;Naar buiten gaan;;;
Zo, dekentje eroverheen.;Naar buiten gaan;;;
Als je klaar bent, doe je de wc-deur weer open.;Naar de wc;;;
Als je klaar bent, moet je even roepen.;Naar de wc;;;
Als je klaar bent, moet je ook doortrekken.;Naar de wc;;;
Altijd handen wassen na de wc.;Naar de wc;;;
Ben je moe, of moet je poepen?;Naar de wc;;;
Even doortrekken en dan zijn we klaar.;Naar de wc;;;
Even wachten, ik help je zo met afvegen.;Naar de wc;;;
Goed blijven zitten tot je klaar bent.;Naar de wc;;;
Goed blijven zitten, ook als het lang duurt.;Naar de wc;;;
Je hebt een droge broek, goed gedaan!;Naar de wc;;;
Je mag straks een stickertje plakken als je geplast hebt.;Naar de wc;;;
Je mag zelf de wc doortrekken!;Naar de wc;;;
Je mag zelf wc-papier pakken.;Naar de wc;;;
Kun je zelf je broek goed omhoog trekken?;Naar de wc;;;
Lukt het om op het potje te gaan zitten?;Naar de wc;;;
Lukt het om zelf af te vegen?;Naar de wc;;;
Lukt het om zelf je onderbroek omhoog te doen?;Naar de wc;;;
Niet te snel, neem de tijd!;Naar de wc;;;
Niet vergeten de deur dicht te doen als je klaar bent.;Naar de wc;;;
Plassen doen we op de wc, niet in de luier.;Naar de wc;;;
Plassen gaat vanzelf, je hoeft alleen te wachten.;Naar de wc;;;
Voordat we gaan, nog even naar de wc!;Naar de wc;;;
We doen de wc-bril omlaag voor je gaat zitten.;Naar de wc;;;
We doen de wc-deksel dicht voor het doortrekken.;Naar de wc;;;
We wachten even tot je helemaal klaar bent.;Naar de wc;;;
Wil je op het potje of op de grote wc?;Naar de wc;;;
Wil je proberen om staand te plassen?;Naar de wc;;;
Zit je lekker op de wc?;Naar de wc;;;
Zorg dat je goed boven de wc zit.;Naar de wc;;;
Denk eraan om goed te luisteren in de klas.;Naar school;;;
Denk eraan om netjes ‘goedemorgen’ te zeggen tegen je juf.;Naar school;;;
Doe je tas maar op je rug.;Naar school;;;
Ga je je vriendjes straks op school zien?;Naar school;;;
Heb je je broodtrommel in je tas gedaan?;Naar school;;;
Ik zwaai naar je als je naar binnen gaat!;Naar school;;;
Straks mag je in de kring zitten en vertellen over je weekend.;Naar school;;;
Vandaag gaan jullie knutselen in de klas!;Naar school;;;
We moeten opschieten, anders zijn we te laat.;Naar school;;;
We wachten tot de deur open gaat.;Naar school;;;
Wil je je nieuwe schoenen laten zien op school?;Naar school;;;
Wil je je rugzak zelf dragen of zal ik het doen?;Naar school;;;
Wil je naast mij lopen of zelf naar de deur rennen?;Naar school;;;
Wil je nog een knuffel voordat je naar binnen gaat?;Naar school;;;
De juf zei dat je goed je best hebt gedaan vandaag!;Ophalen uit school;;;
Heb je een nieuw vriendje gemaakt?;Ophalen uit school;;;
Heb je goed gegeten op school?;Ophalen uit school;;;
Heb je goed geluisterd naar de juf?;Ophalen uit school;;;
Heb je nog een sticker verdiend vandaag?;Ophalen uit school;;;
Heb je verstoppertje gespeeld tijdens de pauze?;Ophalen uit school;;;
Je mag straks aan papa vertellen hoe het was.;Ophalen uit school;;;
Je tas kan je zelf dragen, toch?;Ophalen uit school;;;
Was het druk in de klas?;Ophalen uit school;;;
Was het een beetje rustig in de klas?;Ophalen uit school;;;
Wat heb je geleerd vandaag?;Ophalen uit school;;;
Zijn er nog nieuwe kinderen bijgekomen in de klas?;Ophalen uit school;;;
Als je iets wilt, kun je het aan de oppas vragen.;Oppas;;;
Als jij slaapt, blijft de oppas beneden.;Oppas;;;
De oppas weet hoe laat je moet slapen.;Oppas;;;
Je mag de oppas laten zien waar alles ligt.;Oppas;;;
Jij en de oppas gaan samen spelen.;Oppas;;;
Jij mag kiezen welk spelletje je met de oppas doet.;Oppas;;;
Jullie mogen straks samen een filmpje kijken.;Oppas;;;
Wil je de oppas een knuffel geven?;Oppas;;;
Wil je de oppas laten zien waar je speelgoed ligt?;Oppas;;;
Even de stoelen aanschuiven.;Opruimen;;;
Even je speelgoed netjes terugzetten.;Opruimen;;;
Help je even met de was opvouwen?;Opruimen & huishouden;;;
Leg de boekjes maar op de plank.;Opruimen & huishouden;;;
Lego hoort in de lego-bak.;Opruimen & huishouden;;;
Nu is alles weer netjes!;Opruimen & huishouden;;;
Veeg de kruimels maar van de tafel.;Opruimen & huishouden;;;
Ben je een beetje lief geweest?;Opvang;;;
dag lieve kleine, tot vanavond.;Opvang;;;
Even gedag zeggen.;Opvang;;;
Ga je even lekker spelen vandaag?;Opvang;;;
Heb je mij gemist?;Opvang;;;
Heb je ons gemist?;Opvang;;;
Hey, hoe was je dag?;Opvang;;;
Je gaat vandaag naar de opvang.;Opvang;;;
Je mag vandaag weer naar de opvang.;Opvang;;;
Kijk, daar zijn we weer. Zullen we even kijken?;Opvang;;;
Kijk, Eva is er. ;Opvang;;;
Lief zijn op de opvang.;Opvang;;;
Lief zijn.;Opvang;;;
maak er een leuke dag van.;Opvang;;;
Oh, dat is leuk hè, we zijn weer bij de opvang.;Opvang;;;
Ongelofelijk, ongelofelijk!;Opvang;;;
Veel plezier vandaag.;Opvang;;;
Was je zo lekker aan het spelen?;Opvang;;;
We komen je ook weer ophalen, hoor, kleine, aan het eind van de dag.;Opvang;;;
We komen terug voor jou.;Opvang;;;
Wees maar niet bang.;Opvang;;;
Weet je nog, de opvang, daar ga je met je vrienden spelen.;Opvang;;;
Wie zijn er allemaal?;Opvang;;;
Als je iets wil vragen, mag je op mama’s arm tikken.;Overig;;;
Als je iets wil, wijs het maar aan.;Overig;;;
Bobby, weet je wel dat er een monster in huis is dat jou wil opeten?;Overig;;;
Dat was grappig hè?;Overig;;;
Dat zijn je eigen spullen, daar moet je goed voor zorgen.;Overig;;;
Eén voor één praten.;Overig;;;
Ga maar even op het kleed zitten.;Overig;;;
Gaan we samen tellen?;Overig;;;
Goed dat je wachtte op je beurt.;Overig;;;
Hey klein boefje;Overig;;;
Hoe weet jij dat?;Overig;;;
Hou je jas maar bij je.;Overig;;;
Ik snap dat je dat lastig vindt.;Overig;;;
Je bent echt gegroeid!;Overig;;;
Je hebt dat netjes gevraagd, goed zo.;Overig;;;
Je mag het proberen, maar ik help je als het niet lukt.;Overig;;;
Kijk eens naar mijn gezicht als ik iets zeg.;Overig;;;
Kleine meid, wat is dat toch met jou?;Overig;;;
Kom maar even op adem.;Overig;;;
Laat maar even, dat lossen we straks op.;Overig;;;
Meen je dat nou? ;Overig;;;
Niet je hoofdje draaien als je aan het kotsen bent;Overig;;;
Oeh, koude handjes!;Overig;;;
Oh oh oh, dikke kotsvlek;Overig;;;
Wat zeg jij nou?;Overig;;;
We doen het samen.;Overig;;;
We wachten even op onze beurt.;Overig;;;
Wie is dat in de spiegel? Dat ben jij zelf hè!;Overig;;;
Zet het maar terug waar je het gevonden hebt.;Overig;;;
Zullen we samen tellen tot drie?;Overig;;;
ah, wat is dat?;Overig;;;
En nu dan?;Overig;;;
Dat is een hoge berg, zullen we omhoog klimmen?;Plaatsen;;;
De speeltuin is hier dichtbij.;Plaatsen;;;
Dit is een museum, hier mogen we niet rennen.;Plaatsen;;;
Kijk hoe hoog de golven zijn.;Plaatsen;;;
Kijk, dat is een heel oud kasteel!;Plaatsen;;;
Laten we een rondje door het park lopen.;Plaatsen;;;
We gaan naar de bibliotheek, daar zijn heel veel boeken!;Plaatsen;;;
We gaan naar het strand, neem je schepje maar mee!;Plaatsen;;;
We gaan vandaag naar de speeltuin!;Plaatsen;;;
We kunnen hier een zandkasteel bouwen.;Plaatsen;;;
Wil je op de schommel of op de glijbaan?;Plaatsen;;;
Eerst gaan we naar de winkel, daarna naar de speeltuin.;Planning;;;
Eerst ontbijten, daarna mag je spelen.;Planning;;;
Eerst schoenen aan, dan gaan we naar buiten.;Planning;;;
Na het buitenspelen wassen we onze handen.;Planning;;;
Na het douchen trek je je pyjama aan.;Planning;;;
Na het eten gaan we in bad.;Planning;;;
Na het tandenpoetsen gaan we naar bed.;Planning;;;
Over tien minuutjes gaan we opruimen.;Planning;;;
Papa haalt je straks op van school.;Planning;;;
Vandaag mag je bij een vriendje spelen.;Planning;;;
We gaan nu aankleden, dan kunnen we op tijd vertrekken.;Planning;;;
We moeten nu de deur uit, anders missen we de bus.;Planning;;;
We moeten nu opschieten, anders komen we te laat.;Planning;;;
Dat is een grote menukaart, zullen we samen kijken?;Restaurant;;;
Even wachten tot iedereen zijn eten heeft.;Restaurant;;;
Gebruik je bestek, niet met je handen eten.;Restaurant;;;
Het duurt even, maar ze maken iets lekkers voor je.;Restaurant;;;
Je mag je drankje voorzichtig inschenken.;Restaurant;;;
Kijk, daar komt de ober met ons eten!;Restaurant;;;
Lust je dit of wil je iets anders?;Restaurant;;;
Neem een kleine hap, het kan nog heet zijn.;Restaurant;;;
Pas op dat je niet morst.;Restaurant;;;
Zeg even ‘dankjewel’ tegen de ober.;Restaurant;;;
Laten we de gordijnen open doen, dan komt er licht binnen.;Routines;;;
Dat is niet eerlijk, om de beurt!;Samen spelen;;;
Geef het maar even terug.;Samen spelen;;;
Hij mag ook meedoen.;Samen spelen;;;
Wie mag als eerste?;Samen spelen;;;
"Zeg maar ""mag ik meedoen?""";Samen spelen;;;
Bij binnenkomen eerst je jas ophangen.;School;;;
Hoeveel kinderen waren er vandaag op school?;School;;;
Ik stop een schone onderbroek in je tas, voor als het nodig is.;School;;;
Je gymspullen zitten in je tas.;School;;;
Wees lief voor de andere kinderen.;School;;;
Eerst vragen aan de mama van Sef.;Speelafspraak;;;
Ik ga even vragen of het mag.;Speelafspraak;;;
Je mag spelen tot we gaan eten.;Speelafspraak;;;
Je vriendje komt zo.;Speelafspraak;;;
Jullie kunnen samen met de auto’s spelen.;Speelafspraak;;;
Laat maar zien waar je speelgoed ligt.;Speelafspraak;;;
Lisa mag bij ons spelen.;Speelafspraak;;;
We gaan Tom nu naar huis brengen.;Speelafspraak;;;
Wil je bij een vriendje spelen?;Speelafspraak;;;
Wil je dat Tom bij ons komt spelen?;Speelafspraak;;;
Ben je met je voetjes aan het spelen?;Spelen;;;
Doe maar net alsof je een leeuw bent.;Spelen;;;
Ga je een verhaaltje verzinnen?;Spelen;;;
Hier kun je je goed verstoppen.;Spelen;;;
Je mag hier lekker spelen, maar niet rennen.;Spelen;;;
Lukt het of wil je hulp?;Spelen;;;
Mag ik meedoen?;Spelen;;;
Niet te wild spelen, anders val je.;Spelen;;;
Wil je dat ik iets voor je teken?;Spelen;;;
Wil je een race houden met de auto's?;Spelen;;;
Wil je in je eentje spelen of samen?;Spelen;;;
Zal ik jou even duwen op de fiets?;Spelen;;;
Zullen we een tent bouwen met kussens en lakens?;Spelen;;;
Zullen we tikkertje spelen?;Spelen;;;
Zullen we winkeltje spelen?;Spelen;;;
Ben je lekker aan het spelen?;Spelen;;;
Ben jij een kleine vliegmachine?;Spelen;;;
even vliegen;Spelen;;;
Ga jij even lekker spelen? ;Spelen;;;
Heb je alweer een leuk knuffeltje te pakken?;Spelen;;;
Heb je weer de staart van aap te pakken?;Spelen;;;
Heb je zin om te dansen, kleine? ;Spelen;;;
hey, wat ben je aan het doen?;Spelen;;;
Kan je vliegen?;Spelen;;;
Kun je al zo goed dansen?;Spelen;;;
Oh, ben je met de aap aan het spelen?;Spelen;;;
oh, ben je weer een kleine draak?;Spelen;;;
Oh, nee, z'n staart! Oh hij wordt opgegeten!;Spelen;;;
Oh, op de kop.;Spelen;;;
Op en neer;Spelen;;;
Wat ga je nu doen?;Spelen;;;
Wil je een stukje vliegen? (in de armen van papa);Spelen;;;
Zullen we even dansen?;Spelen;;;
Kleintje, wil je even op je buik liggen?;Spelen, Baby;;;
Ben je lekker een boekje aan het lezen?;Spelen, Voorlezen;;;
Dat was een slimme zet!;Spelletje;;;
Eerst even de spelregels uitleggen.;Spelletje;;;
Goed gespeeld, high five!;Spelletje;;;
Goed zo, je hebt het helemaal zelf bedacht!;Spelletje;;;
Help je mee met de kaarten schudden?;Spelletje;;;
Je bent echt goed in dit spel!;Spelletje;;;
Je hebt echt een goed geheugen!;Spelletje;;;
Laten we alle kaartjes weer netjes opruimen.;Spelletje;;;
Laten we dobbelen om te zien wie mag beginnen!;Spelletje;;;
Mag ik even meekijken?;Spelletje;;;
Nee, je mag niet spieken!;Spelletje;;;
Nog één rondje en dan stoppen we.;Spelletje;;;
Nog even en je hebt gewonnen.;Spelletje;;;
Oei, dat was pech! Volgende keer beter.;Spelletje;;;
Oei, nu moet je een beurt overslaan.;Spelletje;;;
Volgende keer win jij misschien!;Spelletje;;;
Wat een spannende wedstrijd!;Spelletje;;;
Wat slim van jou!;Spelletje;;;
We doen morgen weer een potje.;Spelletje;;;
We gaan gezellig een spelletje doen.;Spelletje;;;
We leggen de kaartjes eerst netjes neer.;Spelletje;;;
Welke kleur pion wil jij?;Spelletje;;;
Wil je alleen spelen of samen?;Spelletje;;;
Wil je een makkelijk of een moeilijk spel?;Spelletje;;;
Wil je nog een keer spelen of iets anders doen?;Spelletje;;;
Zal ik het spel nog één keer uitleggen?;Spelletje;;;
Zoek jij een spelletje uit?;Spelletje;;;
Dat ben jij met papa. Daar ben je. (in spiegel);Spiegel;;;
Dat ben jij. ;Spiegel;;;
Dat zijn we samen.;Spiegel;;;
kijk eens, Bobby. Wie is dat?;Spiegel;;;
Wow, kun je jezelf aanraken?;Spiegel;;;
Blijf goed bij papa, want het is druk op het strand.;Strand;;;
De zee is een beetje wild vandaag, dus we blijven dichtbij.;Strand;;;
De zee kan een beetje trekken, blijf goed vasthouden.;Strand;;;
Doe je badpakje maar aan, dan gaan we de zee in.;Strand;;;
Even je voeten afspoelen, dan doen we je schoenen aan.;Strand;;;
Even zonnebrand bijsmeren op je neusje.;Strand;;;
Het is niet erg als je niet alles hoort, we kunnen gewoon gebaren.;Strand;;;
Het kan druk zijn, dus blijf goed bij mama.;Strand;;;
Hier is je schepje en je emmertje.;Strand;;;
In de auto kan je even uitrusten.;Strand;;;
Je krijgt je hoedje op tegen de zon.;Strand;;;
Je mag even rusten op het handdoekje.;Strand;;;
Kijk naar de golven, die komen en gaan.;Strand;;;
Kijk, dat is een zeemeeuw!;Strand;;;
Kijk, een schelp!;Strand;;;
Papa blijft vlak naast je in het water.;Strand;;;
Tijd voor een pauze in de schaduw.;Strand;;;
Voel je de wind op je gezicht?;Strand;;;
Voel je hoe warm het zand is?;Strand;;;
We blijven in het ondiepe stuk van het water.;Strand;;;
We doen je bikini aan.;Strand;;;
We maken een diepe kuil in het zand.;Strand;;;
Wil je iets tekenen in het zand?;Strand;;;
Wil je in de zee of in het zand spelen?;Strand;;;
Wil je nog één keer in het water voor we gaan?;Strand;;;
Wil je schelpen zoeken?;Strand;;;
Zal ik je ingraven in het zand?;Strand;;;
Zullen we een dijkje bouwen tegen het water?;Strand;;;
Zullen we je shirtje weer aandoen?;Strand;;;
De stoel kan omhoog en omlaag, grappig hè?;tandarts;;;
De tandarts gaat alleen even kijken, het is zo klaar.;tandarts;;;
De tandarts gebruikt een spiegeltje om achter je tanden te kijken.;tandarts;;;
De tandarts heeft een lamp zodat hij alles goed kan zien.;tandarts;;;
De tandarts zegt dat je goed poetst!;tandarts;;;
De volgende keer weet je al precies hoe het gaat.;tandarts;;;
Even je mond wijd open doen, dan is het zo klaar.;tandarts;;;
Misschien is de volgende keer nog makkelijker.;tandarts;;;
Voel je dat? Dat is een beetje koud, maar doet geen pijn.;tandarts;;;
We gaan thuis nog even extra goed tandenpoetsen.;tandarts;;;
Zie je wel? Dat ging hartstikke goed!;tandarts;;;
Zie je, dat was helemaal niet eng!;tandarts;;;
Als je goed poetst, blijven je tandjes mooi schoon.;tandenpoetsen;;;
Denk aan je achterste kiezen, die moet je ook goed poetsen.;tandenpoetsen;;;
Doe mij maar na.;tandenpoetsen;;;
Ik tel tot tien en dan ben je klaar.;tandenpoetsen;;;
Ik zet een timer, dan weet je hoe lang je nog moet.;tandenpoetsen;;;
Je mag een slokje water nemen en dan uitspugen.;tandenpoetsen;;;
Je moet nog even doorgaan, we zijn nog niet klaar.;tandenpoetsen;;;
Niet te hard poetsen.;tandenpoetsen;;;
Tanden poetsen is belangrijk, dan krijg je geen gaatjes.;tandenpoetsen;;;
We moeten ook je tong poetsen, die hoort erbij!;tandenpoetsen;;;
Doe je mondje maar open.;Tandenpoetsen;;;
En dan de voorkant, en dan gaan we nog even je tandvleesjes masseren.;Tandenpoetsen;;;
Even poetsen, poetsen, poetsen.;Tandenpoetsen;;;
hou zelf maar even de tandenborstel vast. ;Tandenpoetsen;;;
kijk, je tandenborstel! Daar doen we even de tandpasta op.;Tandenpoetsen;;;
Kom maar, zo is het genoeg. klaar.;Tandenpoetsen;;;
lekkere tandpasta?;Tandenpoetsen;;;
oh weet je nog? we gaan eerst even je tandjes poetsen.;Tandenpoetsen;;;
Tandenborstel schoonmaken en dan gaan we lekker naar bed.;Tandenpoetsen;;;
We doen een klein beetje tandpasta op de tandenborstel, gaan we even je tandjes poetsen.;Tandenpoetsen;;;
We zullen je tandjes eens mooi schoonmaken.;Tandenpoetsen;;;
Herken je het al? we zijn alweer bijna thuis.;Thuis komen;;;
Ken je het al? dit is je huis.;Thuis komen;;;
Laten we jouw dikke jas maar eens uitdoen.;Thuis komen;;;
Lekker binnen, we kunnen lekker chillen.;Thuis komen;;;
Mama is er weer, jeej!;Thuis komen;;;
nog heel eventjes rustig;Thuis komen;;;
oh we zijn echt bijna thuis schatje;Thuis komen;;;
rustig maar, we gaan nu naar huis.;Thuis komen;;;
we zijn alweer bijna binnen.;Thuis komen;;;
We zijn er weer.;Thuis komen;;;
we zijn weer lekker thuis.;Thuis komen;;;
Ga maar even op de bank zitten, dan kletsen we over je dag.;thuiskomen uit school;;;
Ik ben blij dat je er weer bent!;thuiskomen uit school;;;
Je mag je tas alvast leeghalen.;thuiskomen uit school;;;
Laat maar zien wat je hebt gemaakt op school!;thuiskomen uit school;;;
Blijf een beetje rechtop zitten terwijl je kijkt.;tv kijken;;;
Dit is de laatste, daarna gaat de tv uit.;tv kijken;;;
Heb je zin in een tekenfilm of iets anders?;tv kijken;;;
Ik zet de tv even op pauze.;tv kijken;;;
Je mag nog tot het einde van deze aflevering.;tv kijken;;;
Je mag nog tv kijken tot de grote wijzer op de 6 staat.;tv kijken;;;
Je mag zelf een film uitkiezen.;tv kijken;;;
Kijk maar of er iets leuks op tv is.;tv kijken;;;
Laten we samen een film kijken!;tv kijken;;;
Niet te dicht bij de tv zitten.;tv kijken;;;
Nu even pauze, straks kijken we verder.;tv kijken;;;
We gaan niet de hele dag tv kijken.;tv kijken;;;
Zet je geluid een beetje zachter.;tv kijken, geluiden;;;
Alles uit behalve je onderbroek.;Uitkleden;;;
Doe je sokken ook even uit.;Uitkleden;;;
Goed zo, nu je broek nog uit.;Uitkleden;;;
Hang je broek netjes over de stoel.;Uitkleden;;;
Ik help je met je sokken.;Uitkleden;;;
Je mag zelf je kleren uittrekken.;Uitkleden;;;
Kan je je mouwen zelf opstropen?;Uitkleden;;;
Laat me weten als het niet lukt.;Uitkleden;;;
Lukt het om je knoopjes zelf los te maken?;Uitkleden;;;
Moet ik je helpen met je rits?;Uitkleden;;;
Oeps, je trui zit binnenstebuiten!;Uitkleden;;;
Wil je eerst je sokken of je broek uitdoen?;Uitkleden;;;
Als we daar zijn, kunnen we lekker zwemmen.;Vakantie;;;
Dit is jouw paspoort.;Vakantie;;;
Doe je zwembroek maar in de koffer.;Vakantie;;;
Heb je zin in de vakantie?;Vakantie;;;
In dit hotel mag je zelf een ijsje pakken!;Vakantie;;;
Kijk, daar is de zee!;Vakantie;;;
Kijk, palmbomen!;Vakantie;;;
Laat je spullen maar in de tent liggen.;Vakantie;;;
Op vakantie mogen we een keer lang opblijven.;Vakantie;;;
Pakken we de auto of lopen we?;Vakantie;;;
Straks gaan we een ijsje eten!;Vakantie;;;
We gaan naar een nieuwe plek!;Vakantie;;;
Wil je je eigen koffer meenemen?;Vakantie;;;
Wil je met mij samen de koffer inpakken?;Vakantie;;;
Ben je blij met je cadeautjes?;Verjaardag;;;
Dat wordt een groot feest!;Verjaardag;;;
Denk je dat je alle kaarsjes in één keer uit kan blazen?;Verjaardag;;;
Ga maar op de versierde stoel zitten.;Verjaardag;;;
Heb je een leuke verjaardag?;Verjaardag;;;
Iedereen is hier speciaal voor jou.;Verjaardag;;;
Je mag vandaag een extra groot stuk taart!;Verjaardag;;;
Je mag vandaag kiezen wat we gaan eten.;Verjaardag;;;
Jij mag het eerste stukje taart uitkiezen.;Verjaardag;;;
Laat maar zien hoe oud je bent met je vingers.;Verjaardag;;;
Laten we een verjaardagsfoto maken!;Verjaardag;;;
Laten we samen de taart versieren.;Verjaardag;;;
Mama en papa hebben iets leuks voor je uitgekozen.;Verjaardag;;;
Morgen mag je trakteren op school!;Verjaardag;;;
Wat een mooie versiering, hè!;Verjaardag;;;
Wat is het leukste cadeau dat je hebt gekregen?;Verjaardag;;;
Achter mama blijven lopen bij het oversteken.;Verkeer;;;
Dat is een hele lange trein!;Verkeer;;;
Dat is een snelle auto!;Verkeer;;;
Denk eraan, bij het zebrapad eerst wachten.;Verkeer;;;
Even wachten, het stoplicht staat nog op rood.;Verkeer;;;
Fiets maar rustig, niet te hard.;Verkeer;;;
Ga maar achterop bij papa.;Verkeer;;;
Ga maar zitten, dan doe ik je gordel om.;Verkeer;;;
Handjes aan het stuur!;Verkeer;;;
Houd je goed vast op de fiets.;Verkeer;;;
Kom, we gaan de bus in.;Verkeer;;;
Laat de auto's eerst gaan.;Verkeer;;;
Nu mogen we oversteken, het licht is groen.;Verkeer;;;
Pas op voor de stoeprand.;Verkeer;;;
Rennen naar de bus, anders missen we hem!;Verkeer;;;
Stap maar af.;Verkeer;;;
We moeten even wachten, de brug gaat open.;Verkeer;;;
Wil je voorop de fiets of achterop?;Verkeer;;;
Hier mogen we oversteken.;Verkeer & vervoer;;;
We moeten even wachten bij de bushalte.;Verkeer & vervoer;;;
Doe het boekje maar open.;Voorlezen;;;
Ga maar lekker liggen, dan beginnen we.;Voorlezen;;;
Hier, jij mag de bladzijde omslaan.;Voorlezen;;;
Ik lees nog één bladzijde, dan is het klaar.;Voorlezen;;;
Ik zie een hond op deze pagina, zie jij hem ook?;Voorlezen;;;
Kijk, wie is dat op de tekening?;Voorlezen;;;
Laat mij eens zien welk boekje je gekozen hebt.;Voorlezen;;;
Oei, dat was een gek avontuur!;Voorlezen;;;
Oh nee, wat gebeurt er nu in het verhaal?;Voorlezen;;;
Oh, dat is spannend! Wat denk jij dat er gaat gebeuren?;Voorlezen;;;
Pak maar een boekje van de plank.;Voorlezen;;;
Wat een mooi boek heb je gekozen.;Voorlezen;;;
Wat gebeurt er op deze bladzijde?;Voorlezen;;;
Wat is jouw favoriete boek?;Voorlezen;;;
Wat zie jij op deze pagina?;Voorlezen;;;
We gaan nog even een boekje lezen, en dan ga jij lekker slapen;Voorlezen;;;
We gaan nu echt het laatste verhaaltje lezen.;Voorlezen;;;
Wil je een nieuw boekje kiezen?;Voorlezen;;;
Wil je zelf het boekje vasthouden?;Voorlezen;;;
Zal ik een grappig verhaaltje voorlezen of een spannend verhaal?;Voorlezen;;;
Zullen we samen kijken naar de plaatjes?;Voorlezen;;;
dit is een kalkoen.;Voorlezen;;;
dit is het koetje.;Voorlezen;;;
Het is rupsje Nooitgenoeg!;Voorlezen;;;
Kijk eens wat een leuk boekje.;Voorlezen;;;
Kijk, een eendje.;Voorlezen;;;
oh, heeft mama weer een heel saai boekje uitgekozen?;Voorlezen;;;
Papa gaat even een boekje uitkiezen.;Voorlezen;;;
we doen even dit boekje, maar we doen vanavond de korte versie van dit boekje.;Voorlezen;;;
we doen even een paar bladzijden.;Voorlezen;;;
we gaan eerst nog even een boekje lezen zo.;Voorlezen;;;
Pas op, de brug kan glad zijn!;Waarschuwing;;;
Als je niet luistert, dan stoppen we ermee.;Waarschuwingen;;;
Blijf uit de buurt van de weg.;Waarschuwingen;;;
Dat is echt gevaarlijk!;Waarschuwingen;;;
Dit is niet grappig, dit is serieus.;Waarschuwingen;;;
Doe niet zo wild.;Waarschuwingen;;;
Ga daar niet op klimmen.;Waarschuwingen;;;
Ga niet te ver weg.;Waarschuwingen;;;
Geen gekke dingen doen.;Waarschuwingen;;;
Geen handen in je broek.;Waarschuwingen;;;
Geen handen in je mond.;Waarschuwingen;;;
