Zin;Context;;;
De varkens hebben een krulstaart!;Kinderboerderij, Dieren;;;
Er is ook een klein kuikentje!;Kinderboerderij, Dieren;;;
Het paardje knabbelt aan de wortel.;Kinderboerderij, Dieren;;;
Je mag de geiten geen papier geven.;Kinderboerderij, Dieren;;;
Kijk, daar is een baby ezel!;Kinderboerderij, Dieren;;;
Kijk, daar lopen de kippen!;Kinderboerderij, Dieren;;;
Kijk, het paard eet hooi.;Kinderboerderij, Dieren;;;
Kun jij een dier nadoen?;Kinderboerderij, Dieren;;;
Pak maar een handje voer voor de dieren.;Kinderboerderij, Dieren;;;
Wat denk je dat de varkens eten?;Kinderboerderij, Dieren;;;
We moeten zachtjes doen bij de dieren.;Kinderboerderij, Dieren;;;
Wil je de pony's zien?;Kinderboerderij, Dieren;;;
Wil je het kippenhok van dichtbij zien?;Kinderboerderij, Dieren;;;
Zullen we een rondje lopen langs alle dieren?;Kinderboerderij, Dieren;;;
Zullen we kijken of de cavia’s nog slapen?;Kinderboerderij, Dieren;;;
Zullen we kijken waar de kippen hun eitjes leggen?;Kinderboerderij, Dieren;;;
De haan kraait, kan je dat horen?;Kinderboerderij, Dieren, Geluiden;;;
Het is belangrijk om je handen te wassen na het aaien.;Kinderboerderij, Dieren, Wassen en hygiëne;;;
Dat wordt een kleurrijk kunstwerk!;Knutselen;;;
Dat wordt een prachtig knutselwerk!;Knutselen;;;
De stiften liggen daar.;Knutselen;;;
Even wachten tot de verf droog is.;Knutselen;;;
Gebruik de lijmstift voorzichtig.;Knutselen;;;
Je kunt ook met krijtjes kleuren.;Knutselen;;;
Kijk, ik teken een ster.;Knutselen;;;
Kijk, je kunt de kleurtjes mengen.;Knutselen;;;
Kijk, we maken een vlinder van papier.;Knutselen;;;
Laat de lijm maar even drogen.;Knutselen;;;
Laat je tekening maar zien!;Knutselen;;;
Laten we een huis tekenen.;Knutselen;;;
Maak er maar iets moois van!;Knutselen;;;
Pak maar een kwast.;Knutselen;;;
Teken maar een zonnetje!;Knutselen;;;
Wat een mooie kleurencombinatie!;Knutselen;;;
We kunnen iets knippen en opplakken.;Knutselen;;;
We maken een mooie handafdruk met verf.;Knutselen;;;
We maken een mooie slinger.;Knutselen;;;
We plakken het vast met lijm.;Knutselen;;;
Welke kleur wil je gebruiken?;Knutselen;;;
Welke vorm wil je uitknippen?;Knutselen;;;
Wil je een bloem schilderen?;Knutselen;;;
Wil je een glitterpen proberen?;Knutselen;;;
Wil je een hartje uitknippen?;Knutselen;;;
Wil je glitter erop doen?;Knutselen;;;
Wil je het versieren met deze stickers?;Knutselen;;;
Wil je knippen of plakken?;Knutselen;;;
Zullen we een regenboog tekenen?;Knutselen;;;
Zullen we samen knutselen?;Knutselen;;;
Zullen we stickers gebruiken?;Knutselen;;;
Wil je met een pen tekenen of met een potlood?;Knutselen;;;
We kunnen ook met klei spelen.;Knutselen, Spelen;;;
Doe voorzichtig met je schaar.;Knutselen, Waarschuwing;;;
De oven moet nog voorverwarmen.;Koken;;;
De soep moet even afkoelen.;Koken;;;
Even proeven of het goed smaakt.;Koken;;;
Je mag de pannenkoeken versieren met fruit!;Koken;;;
Kijk hoe de boter smelt in de pan.;Koken;;;
Kijk hoe de chocolade smelt, lekker hè?;Koken;;;
Kijk, we mengen alles door elkaar.;Koken;;;
Laten we ondertussen de tafel dekken, dan kunnen we zo lekker eten.;Koken;;;
Pas op, hete olie kan gaan spetteren.;Koken;;;
We gaan samen koekjes bakken!;Koken;;;
We kunnen samen een cake bakken!;Koken;;;
We moeten eerst onze handen wassen voor we koken.;Koken;;;
We moeten even wachten tot het afgekoeld is.;Koken;;;
We zetten de timer aan en wachten even.;Koken;;;
Wil je de kaas over de pasta strooien?;Koken;;;
Wil je de sinaasappel snijden? Heel voorzichtig!;Koken;;;
Wil je een stukje proeven?;Koken;;;
Wil je het beslag in de vorm gieten?;Koken;;;
Wil je het deeg kneden?;Koken;;;
Wil jij de kruiden erbij doen?;Koken;;;
Wil jij in de saus roeren?;Koken;;;
Zachtjes roeren zodat het niet spettert.;Koken;;;
Zal ik de kom vasthouden terwijl je roert?;Koken;;;
Zullen we de boterhammen samen smeren?;Koken;;;
Zullen we een pizza maken?;Koken;;;
Zullen we het eten op het bord leggen?;Koken;;;
Wil je helpen met het opruimen na het koken?;Koken, Opruimen;;;
Pas op met scherpe messen!;Koken, Waarschuwing;;;
Ga je mee naar de rommelmarkt? ;Koningsdag;;;
We gaan naar de vrijmarkt.;Koningsdag;;;
Misschien kunnen we iets leuks kopen.;Koningsdag;;;
Kindjes gaan hun spullen verkopen. ;Koningsdag;;;
Je kan kijken wat je mooi vindt.;Koningsdag;;;
We kunnen iets uitzoeken op de vrijmarkt.;Koningsdag;;;
Heb je nog centjes?;Koningsdag;;;
Je mag oranje aan vandaag.;Koningsdag;;;
Iedereen is mooi in het oranje.;Koningsdag;;;
Wil je op het springkussen?;Koningsdag;;;
Vandaag gaan we een oranje tompoes eten!;Koningsdag;;;
Morgen is het Koningsdag!;Koningsdag;;;
Wil je helpen met de vlag ophangen?;Koningsdag;;;
Je mag op de ladder staan.;Koningsdag;;;
We hangen de vlag uit.;Koningsdag;;;
Er mag een oranje wimpel aan de vlag.;Koningsdag;;;
De koning is jarig, dat vieren we vandaag.;Koningsdag;;;
Je mag je oranje t-shirt aan naar school.;Koningsdag;;;
Op school gaan jullie allemaal spelletjes doen buiten.;Koningsdag;;;
Vandaag zijn de Koningsspelen op school!;Koningsdag;;;
Jullie gaan in groepjes spelletjes doen vandaag met meester Thomas van gym.;Koningsdag;;;
De papa's en mama's komen vandaag helpen op school.;Koningsdag;;;
Hoe waren de Koningsspelen?;Koningsdag;;;
Met wie zat je in het groepje?;Koningsdag;;;
Wat voor spelletjes heb je gedaan?;Koningsdag;;;
Papa gaat vanavond de stad in voor Koningsnacht.;Koningsdag;;;
Dat is de onze koningin, Maxima.;Koningsdag;;;
Ze hebben mooie kleren aan.;Koningsdag;;;
Dit zijn de prinsessen, Amalia, Alexia en Ariane.;Koningsdag;;;
Onze koning heet Willem-Alexander. ;Koningsdag;;;
De koning gaat in een stad kijken bij de feesten.;Koningsdag;;;
De koning gaat ook Koningsdag vieren.;Koningsdag;;;
Je krijgt een stickertje op je hand, dan weten ze dat jij mee mag doen.;Koningsdag;;;
Kijk, daar zijn mensen met oranje hoedjes!;Koningsdag;;;
Mag mama een foto maken van jou in het oranje?;Koningsdag;;;
Zullen we een kroontje knutselen?;Koningsdag;;;
Goed zo, probeer maar een stapje te zetten.;Leren lopen;;;
Hou je vast aan de tafel.;Leren lopen;;;
Je kunt het, ik weet het zeker!;Leren lopen;;;
Je mag ook even uitrusten als je moe bent.;Leren lopen;;;
Kom, we doen het samen!;Leren lopen;;;
Loop maar naar je knuffel.;Leren lopen;;;
Lopen is leuk hè?;Leren lopen;;;
Probeer maar te lopen zonder je vast te houden.;Leren lopen;;;
Stapje voor stapje.;Leren lopen;;;
Vallen is niet erg, even opstaan en weer proberen!;Leren lopen;;;
Wil je mijn hand vasthouden tijdens het lopen?;Leren lopen;;;
Wil je naar de stoel lopen?;Leren lopen;;;
Zet je voetjes goed neer.;Leren lopen;;;
Je doet het steeds beter.;Leren lopen, complimenten;;;
Je hebt vandaag al veel geoefend!;Leren lopen, complimenten;;;
Kijk hoe ver je al bent gekomen!;Leren lopen, complimenten;;;
Kijk, je bent al een stukje verder gekomen!;Leren lopen, complimenten;;;
Kijk, je kunt al staan zonder handen!;Leren lopen, complimenten;;;
Wat een grote stap!;Leren lopen, complimenten;;;
Wat ga jij al snel!;Leren lopen, complimenten;;;
Wat knap dat je zelf weer opstaat!;Leren lopen, complimenten;;;
Voel je hoe sterk je benen zijn?;Leren lopen, het lichaam;;;
Als er iets is, kun je het aan opa en oma vertellen.;Logeren;;;
Als je een beetje spannend vindt, helpt je knuffel je.;Logeren;;;
Als je niet kunt slapen, mag je altijd oma roepen.;Logeren;;;
Denk je dat je het leuk gaat vinden?;Logeren;;;
Ik geef je een dikke knuffel voordat je vertrekt!;Logeren;;;
Je gaat een nachtje bij opa en oma slapen, gezellig!;Logeren;;;
Je hebt hier al vaker geslapen, vorige keer ging het heel goed!;Logeren;;;
Je krijgt vast een lekker ontbijt bij opa en oma.;Logeren;;;
Je kunt ons altijd even videobellen als je dat wilt.;Logeren;;;
Je mag één spelletje meenemen om daar te spelen.;Logeren;;;
Je mag morgenochtend lekker lang uitslapen.;Logeren;;;
Je mag zelf je tas dragen als je wilt.;Logeren;;;
Oma heeft vast iets lekkers voor je klaargezet.;Logeren;;;
Papa en mama brengen je straks naar opa en oma.;Logeren;;;
We pakken je tandenborstel en je kam in.;Logeren;;;
Wil je een boekje meenemen om daar te lezen?;Logeren;;;
Wil je een extra knuffel meenemen?;Logeren;;;
Wil je in je eigen bedje slapen of liever bij opa en oma op de kamer?;Logeren;;;
Wil je je lievelingsboek meenemen?;Logeren;;;
Wil je je pyjama zelf inpakken?;Logeren;;;
Als je ergens bang voor bent, kun je het altijd aan opa vertellen.;Logeren, Gevoelens, Familie en personen;;;
Oh oh, weer een vieze luier!;Luier;;;
Alles is nat geworden.;Luier;;;
Bobby heeft weer heel veel gepoept.  (zie filmpje Tobias voor naamgebaar van Bobby);Luier;;;
Even in je luier kijken.;Luier;;;
Even in je luier spieken.;Luier;;;
Even kijken wat er in je luier zit.;Luier;;;
Ga je nog plassen?;Luier;;;
Heb je een poepje gedaan?;Luier;;;
Heb jij weer een grote poep gedaan?;Luier;;;
Het is een heel grote drol.;Luier;;;
Je hebt heel veel plasjes gedaan.;Luier;;;
Je hebt het weer goed getimed.;Luier;;;
Je hebt het weer voor elkaar.;Luier;;;
Je hebt weer gewacht totdat je luier uit was met plassen.;Luier;;;
Luier inspectie!;Luier;;;
Niet de poep op je handen smeren.;Luier;;;
Oh ja, je hebt op je romper geplast.;Luier;;;
oh, verrassingsplas!;Luier;;;
Oké, alles moet weer uit.;Luier;;;
Pas op, niet met je voet in je luier.;Luier;;;
Snel een nieuwe luier eronder.;Luier;;;
Snel een nieuwe luier pakken.;Luier;;;
Toch weer een schone romper aan.;Luier;;;
Wat een volle plasluier!;Luier;;;
Wauw, wat veel poep!;Luier;;;
Zullen we even naar je luier kijken?;Luier;;;
Bah, je luier zit vol, tijd voor een nieuwe!;Luier verschonen;;;
Deze luier zit weer lekker strak.;Luier verschonen;;;
Even controleren of je nog een schone luier hebt.;Luier verschonen;;;
Even je beentjes optillen.;Luier verschonen;;;
Even je handjes schoonmaken na het verschonen.;Luier verschonen;;;
Even op je rug blijven liggen.;Luier verschonen;;;
Even wachten, ik maak de plakstripjes vast.;Luier verschonen;;;
Even wachten, mama is nog bezig.;Luier verschonen;;;
Ik doe snel de nieuwe luier om, dan kun je weer spelen.;Luier verschonen;;;
Je luier is nog droog, je hoeft nog niet verschoond te worden.;Luier verschonen;;;
Laten we snel je vieze luier weggooien.;Luier verschonen;;;
Oh oh, dat was een flinke poepluier!;Luier verschonen;;;
Oh, dat ruikt wel heel sterk!;Luier verschonen;;;
Wat een wiebelkont ben je! Blijf even liggen.;Luier verschonen;;;
We doen snel de vieze luier in de prullenbak.;Luier verschonen;;;
We doen snel je broekje weer aan.;Luier verschonen;;;
We maken je goed schoon, dan krijg je geen uitslag.;Luier verschonen;;;
Wil je een speeltje vasthouden terwijl ik je verschoon?;Luier verschonen;;;
Zo, nu ruik je weer lekker fris!;Luier verschonen;;;
Je hebt goed stilgelegen, knap hoor!;Luier verschonen, Complimenten;;;
Denk maar aan iets leuks voordat je gaat slapen.;Naar bed;;;
Doe je oogjes maar dicht.;Naar bed;;;
Even je knuffels goed leggen.;Naar bed;;;
Ik blijf bij je totdat je bijna slaapt.;Naar bed;;;
Ik blijf nog even zitten en dan ga ik naar beneden.;Naar bed;;;
Ik doe het licht een beetje minder fel.;Naar bed;;;
Ik laat de deur een beetje open.;Naar bed;;;
Je hoeft niet bang te zijn, ik ben hier vlakbij.;Naar bed;;;
Je knuffel blijft de hele nacht bij je.;Naar bed;;;
Je kunt mij altijd roepen als er iets is.;Naar bed;;;
Je mag in je bedje gaan liggen.;Naar bed;;;
Je mag morgen weer lekker spelen.;Naar bed;;;
Je mag morgenochtend vertellen wat je hebt gedroomd.;Naar bed;;;
Kijk, konijn slaapt ook al!;Naar bed;;;
Laten we rustig liggen en ontspannen.;Naar bed;;;
Misschien droom je wel van iets heel moois!;Naar bed;;;
Wil je dat ik een slaapliedje zing?;Naar bed;;;
Wil je dat ik je instop?;Naar bed;;;
Wil je dat ik je rugje aai?;Naar bed;;;
Wil je een verhaaltje of meteen slapen?;Naar bed;;;
Wil je met je knuffel in slaap vallen?;Naar bed;;;
Zal ik je een kusje geven op je voorhoofd?;Naar bed;;;
Daar komt een grote gaap!;Naar bed gaan;;;
Ga maar lekker onder de deken.;Naar bed gaan;;;
Oh, daar komt een klein gaapje!;Naar bed gaan;;;
Wat een zachte deken heb je.;Naar bed gaan;;;
Wil je een dutje doen?;Naar bed gaan;;;
Armpjes erin.;Naar bed gaan;;;
dan doen we daarna lekker je slaapzakje aan.;Naar bed gaan;;;
Dat is de maan, wat een grote maan.;Naar bed gaan;;;
Even lekker een dutje doen.;Naar bed gaan;;;
Gordijntjes dicht.;Naar bed gaan;;;
Het is mooi geweest.;Naar bed gaan;;;
Hey boefje, ben je al een beetje moe?;Naar bed gaan;;;
je gaat zo lekker naar bed;Naar bed gaan;;;
je krijgt nog even een schone luier.;Naar bed gaan;;;
Je mag lekker gaan slapen.;Naar bed gaan;;;
Konijntje erbij. (knuffel);Naar bed gaan;;;
Konijntje gaat ook slapen. (knuffel);Naar bed gaan;;;
Lampje uit.;Naar bed gaan;;;
nog even verschonen ;Naar bed gaan;;;
Oh, Bobby is moe.  (zie filmpje Tobias voor naamgebaar van Bobby);Naar bed gaan;;;
slaapzakje dicht.;Naar bed gaan;;;
Speentje erbij.;Naar bed gaan;;;
Waar ben je naar aan het kijken?;Naar bed gaan;;;
Wat ben je onrustig.;Naar bed gaan;;;
Wauw, kijk eens.;Naar bed gaan;;;
We gaan eerst je slaapzakje aandoen en dan gaan we nog even een boekje lezen.;Naar bed gaan;;;
Welterusten lieverd, slaap lekker.;Naar bed gaan;;;
Je knuffelbeer ligt nog in bed.;Naar bed gaan;;;
Kijk maar naar de klok, het is bijna bedtijd.;Naar bed gaan;;;
Laten we heel zachtjes fluisteren, want het is bedtijd.;Naar bed, Geluiden;;;
Bobby en papa gaan op mannenuitje.  (zie filmpje Tobias voor naamgebaar van Bobby);Naar buiten gaan;;;
Even goed aankleden.;Naar buiten gaan;;;
Even op avontuur in de buurt.;Naar buiten gaan;;;
even spulletjes pakken.;Naar buiten gaan;;;
Ga maar even kijken.;Naar buiten gaan;;;
Heb jij zin om met papa op avontuur te gaan?;Naar buiten gaan;;;
Het is een beetje koud buiten.;Naar buiten gaan;;;
Kom maar gaan we met de lift naar beneden.;Naar buiten gaan;;;
Kom maar lekker liggen, alles even goed doen.;Naar buiten gaan;;;
Mooie blauwe lucht.;Naar buiten gaan;;;
oh zon, felle zon.;Naar buiten gaan;;;
Samen op avontuur.;Naar buiten gaan;;;
Waar gaan we nou naartoe?;Naar buiten gaan;;;
Waar zijn we nou?;Naar buiten gaan;;;
Wat zie je allemaal?;Naar buiten gaan;;;
Wat zie jij er stoer uit in je mooie jas.;Naar buiten gaan;;;
We gaan een wandeling maken.;Naar buiten gaan;;;
we gaan even naar de supermarkt.;Naar buiten gaan;;;
zie je de blauwe lucht?;Naar buiten gaan;;;
Zo, dekentje eroverheen.;Naar buiten gaan;;;
Als je klaar bent, doe je de wc-deur weer open.;Naar de wc;;;
Als je klaar bent, moet je even roepen.;Naar de wc;;;
Als je klaar bent, moet je ook doortrekken.;Naar de wc;;;
Altijd handen wassen na de wc.;Naar de wc;;;
Ben je moe, of moet je poepen?;Naar de wc;;;
Even doortrekken en dan zijn we klaar.;Naar de wc;;;
Even wachten, ik help je zo met afvegen.;Naar de wc;;;
Goed blijven zitten tot je klaar bent.;Naar de wc;;;
Goed blijven zitten, ook als het lang duurt.;Naar de wc;;;
Je hebt een droge broek, goed gedaan!;Naar de wc;;;
Je mag straks een stickertje plakken als je geplast hebt.;Naar de wc;;;
Je mag zelf de wc doortrekken!;Naar de wc;;;
Je mag zelf wc-papier pakken.;Naar de wc;;;
Lukt het om zelf af te vegen?;Naar de wc;;;
Lukt het om zelf je onderbroek omhoog te doen?;Naar de wc;;;
Niet te snel, neem de tijd!;Naar de wc;;;
Niet vergeten de deur dicht te doen als je klaar bent.;Naar de wc;;;
Plassen doen we op de wc, niet in de luier.;Naar de wc;;;
Plassen gaat vanzelf, je hoeft alleen te wachten.;Naar de wc;;;
Voordat we gaan, nog even naar de wc!;Naar de wc;;;
We doen de wc-bril omlaag voor je gaat zitten.;Naar de wc;;;
We doen de wc-deksel dicht voor het doortrekken.;Naar de wc;;;
We wachten even tot je helemaal klaar bent.;Naar de wc;;;
Wil je op het potje of op de grote wc?;Naar de wc;;;
Wil je proberen om staand te plassen?;Naar de wc;;;
Zit je lekker op de wc?;Naar de wc;;;
Zorg dat je goed boven de wc zit.;Naar de wc;;;
Denk eraan om goed te luisteren in de klas.;Naar school;;;
Denk eraan om netjes ‘goedemorgen’ te zeggen tegen je juf.;Naar school;;;
Doe je tas maar op je rug.;Naar school;;;
Ga je je vriendjes straks op school zien?;Naar school;;;
Heb je je broodtrommel in je tas gedaan?;Naar school;;;
Ik zwaai naar je als je naar binnen gaat!;Naar school;;;
Straks mag je in de kring zitten en vertellen over je weekend.;Naar school;;;
Vandaag gaan jullie knutselen in de klas!;Naar school;;;
We moeten opschieten, anders zijn we te laat.;Naar school;;;
We wachten tot de deur open gaat.;Naar school;;;
Wil je je nieuwe schoenen laten zien op school?;Naar school;;;
Wil je naast mij lopen of zelf naar de deur rennen?;Naar school;;;
Wil je nog een knuffel voordat je naar binnen gaat?;Naar school;;;
Allah stuurde een ram uit de hemel, zodat Abraham zijn zoon niet hoefde te offeren.;Offerfeest;;;
Daarom slachten mensen nu een dier met het Offerfeest.;Offerfeest;;;
Een heel fijn offerfeest!;Offerfeest;;;
Ibrahim wilde iets moeilijks doen voor Allah, omdat hij van Allah hield.;Offerfeest;;;
Vandaag is het offerfeest.;Offerfeest;;;
We offeren een koe voor Allah.;Offerfeest;;;
We offeren een schaap voor Allah.;Offerfeest;;;
Morgen moet je vroeg opstaan vanwege het Offerfeest;Offerfeest;;;
Wanneer gaan jullie naar Mekka?;Offerfeest, Suikerfeest;;;
Vergeet niet 'Bismillah' te zeggen voordat je gaat eten.;Offerfeest, Suikerfeest;;;
Doe je schoenen uit als we op bezoek zijn.;Offerfeest, Suikerfeest;;;
Ga maar met je neven en nichten naar de buren om ‘Eid Moubarak’ te zeggen.;Offerfeest, Suikerfeest;;;
Wat heb je een mooie hoofddoek aan, masallah.;Offerfeest, Suikerfeest;;;
De juf zei dat je goed je best hebt gedaan vandaag!;Ophalen uit school;;;
Heb je een nieuw vriendje gemaakt?;Ophalen uit school;;;
Heb je goed gegeten op school?;Ophalen uit school;;;
Heb je goed geluisterd naar de juf?;Ophalen uit school;;;
Heb je nog een sticker verdiend vandaag?;Ophalen uit school;;;
Heb je verstoppertje gespeeld tijdens de pauze?;Ophalen uit school;;;
Je mag straks aan papa vertellen hoe het was.;Ophalen uit school;;;
Je tas kan je zelf dragen, toch?;Ophalen uit school;;;
Was het druk in de klas?;Ophalen uit school;;;
Was het een beetje rustig in de klas?;Ophalen uit school;;;
Wat heb je geleerd vandaag?;Ophalen uit school;;;
Zijn er nog nieuwe kinderen bijgekomen in de klas?;Ophalen uit school;;;
Als je iets wilt, kun je het aan de oppas vragen.;Oppas;;;
Als jij slaapt, blijft de oppas beneden.;Oppas;;;
De oppas weet hoe laat je moet slapen.;Oppas;;;
Je mag de oppas laten zien waar alles ligt.;Oppas;;;
Jij en de oppas gaan samen spelen.;Oppas;;;
Jij mag kiezen welk spelletje je met de oppas doet.;Oppas;;;
Jullie mogen straks samen een filmpje kijken.;Oppas;;;
Wil je de oppas een knuffel geven?;Oppas;;;
Wil je de oppas laten zien waar je speelgoed ligt?;Oppas;;;
Even de stoelen aanschuiven.;Opruimen;;;
Even je speelgoed netjes terugzetten.;Opruimen;;;
Help je even met de was opvouwen?;Opruimen & huishouden;;;
Leg de boekjes maar op de plank.;Opruimen & huishouden;;;
Lego hoort in de lego-bak.;Opruimen & huishouden;;;
Nu is alles weer netjes!;Opruimen & huishouden;;;
Veeg de kruimels maar van de tafel.;Opruimen & huishouden;;;
Je kleren worden gewassen in de wasmachine, dan zijn ze straks weer lekker schoon!;Opruimen & huishouden;;;
Papa gaat nu afwassen, wil jij helpen met de spons?;Opruimen & huishouden;;;
Papa maakt veel lawaai met de grasmaaier.;Opruimen & huishouden;;;
Papa is even de kleren aan het strijken.;Opruimen & huishouden;;;
Pas op, de vloer is nat, mama is aan het dweilen.;Opruimen & huishouden;;;
Ben je een beetje lief geweest?;Opvang;;;
dag lieve kleine, tot vanavond.;Opvang;;;
Even gedag zeggen.;Opvang;;;
Ga je lekker spelen vandaag?;Opvang;;;
Heb je mij gemist?;Opvang;;;
Heb je ons gemist?;Opvang;;;
Hey, hoe was je dag?;Opvang;;;
Je gaat vandaag naar de opvang.;Opvang;;;
Je mag vandaag weer naar de opvang.;Opvang;;;
Kijk, daar zijn we weer. Zullen we even kijken?;Opvang;;;
Kijk, Eva is er. ;Opvang;;;
Lief zijn op de opvang.;Opvang;;;
Lief zijn.;Opvang;;;
maak er een leuke dag van.;Opvang;;;
Oh, dat is leuk hè, we zijn weer bij de opvang.;Opvang;;;
Ongelofelijk, ongelofelijk!;Opvang;;;
Veel plezier vandaag.;Opvang;;;
Was je zo lekker aan het spelen?;Opvang;;;
We komen je ook weer ophalen, hoor, kleine, aan het eind van de dag.;Opvang;;;
We komen terug voor jou.;Opvang;;;
Wees maar niet bang.;Opvang;;;
Weet je nog, de opvang, daar ga je met je vrienden spelen.;Opvang;;;
Wie zijn er allemaal?;Opvang;;;
Mama gaat oliebollen bakken.;Oud & Nieuw;;;
Wil je een oliebol met poedersuiker?;Oud & Nieuw;;;
Wil je een oliebol met of zonder rozijnen?;Oud & Nieuw;;;
Wil je een appelflap, appelbeignet of een wafel?;Oud & Nieuw;;;
Vanavond is er een vuurwerk.;Oud & Nieuw;;;
Kijk, dit zijn sterretjes. (vuurwerk);Oud & Nieuw;;;
Wil jij het sterretje vasthouden? (=vuurwerk);Oud & Nieuw;;;
Zullen we het sterretje aansteken?;Oud & Nieuw;;;
We gaan naar het vuurwerk kijken.;Oud & Nieuw;;;
Even je vuurwerkbril opzetten.;Oud & Nieuw;;;
Voorzichtig doen bij het vuurwerk.;Oud & Nieuw;;;
Uitkijken, goed naar papa en mama luisteren.;Oud & Nieuw;;;
Niet weglopen.;Oud & Nieuw;;;
Vanavond is het Oud en Nieuw!;Oud & Nieuw;;;
De beste wensen!;Oud & Nieuw;;;
Wil je ook proosten?;Oud & Nieuw;;;
Zullen we proosten?;Oud & Nieuw;;;
Wens je opa en oma ook even een gelukkig nieuwjaar?;Oud & Nieuw;;;
Zeg maar 'gelukkig nieuwjaar'.;Oud & Nieuw;;;
Wil je kinderchampagne?;Oud & Nieuw;;;
Kijk eens naar buiten, er is vuurwerk!;Oud & Nieuw;;;
Het zijn wel harde knallen.;Oud & Nieuw;;;
Zie je de mooie kleuren van het vuurwerk?;Oud & Nieuw;;;
Je zusje zet een koptelefoon op tegen het harde geluid.;Oud & Nieuw;;;
Het is nog geen avond.;Oud & Nieuw;;;
We maken jou wakker voordat het vuurwerk begint.;Oud & Nieuw;;;
Het vuurwerk begint bijna.;Oud & Nieuw;;;
Je mag even mee naar beneden, dan gaan we samen vuurwerk kijken.;Oud & Nieuw;;;
Het nieuwe jaar is begonnen.;Oud & Nieuw;;;
We tellen samen af: tien, negen, acht, zeven, zes, vijf, vier, drie, twee, één… Gelukkig nieuwjaar!!;Oud & Nieuw;;;
Als je iets wil vragen, mag je op mama’s arm tikken.;Overig;;;
Als je iets wil, wijs het maar aan.;Overig;;;
Bobby, weet je wel dat er een monster in huis is dat jou wil opeten?  (zie filmpje Tobias voor naamgebaar van Bobby);Overig;;;
Dat was grappig hè?;Overig;;;
Dat zijn je eigen spullen, daar moet je goed voor zorgen.;Overig;;;
Eén voor één praten.;Overig;;;
Ga maar even op het kleed zitten.;Overig;;;
Gaan we samen tellen?;Overig;;;
Goed dat je wachtte op je beurt.;Overig;;;
Hey klein boefje;Overig;;;
Hoe weet jij dat?;Overig;;;
Hou je jas maar bij je.;Overig;;;
Ik snap dat je dat lastig vindt.;Overig;;;
Je bent echt gegroeid!;Overig;;;
Je hebt dat netjes gevraagd, goed zo.;Overig;;;
Je mag het proberen, maar ik help je als het niet lukt.;Overig;;;
Kijk eens naar mijn gezicht als ik iets zeg.;Overig;;;
Kleine meid, wat is dat toch met jou?;Overig;;;
Kom maar even op adem.;Overig;;;
Laat maar even, dat lossen we straks op.;Overig;;;
Meen je dat nou? ;Overig;;;
Niet je hoofdje draaien als je aan het kotsen bent;Overig;;;
Oeh, koude handjes!;Overig;;;
Oh oh oh, dikke kotsvlek;Overig;;;
Wat zeg jij nou?;Overig;;;
We wachten even op onze beurt.;Overig;;;
Wie is dat in de spiegel? Dat ben jij zelf hè!;Overig;;;
Zet het maar terug waar je het gevonden hebt.;Overig;;;
Zullen we samen tellen tot drie?;Overig;;;
En nu dan?;Overig;;;
Wat ben jij een bofkont!;Overig;;;
Ik doe dit even zelf, jij mag zometeen.;Overig;;;
Welke kleur is dat? Paars, hè?;Overig;;;
Vandaag is het dinsdag.;Overig;;;
Doe de speen uit je mond als je praat.;Overig;;;
Wil je een ei?;Pasen;;;
Hang jij het paaskuikentje op?;Pasen;;;
Wil je de paastak versieren?;Pasen;;;
Gaan we de eieren schilderen?;Pasen;;;
Kijk, de paashaas!;Pasen;;;
We gaan paaseieren zoeken!;Pasen;;;
We gaan chocolade-eitjes eten!;Pasen;;;
Heb je het ei geverfd?;Pasen;;;
Vandaag is het Eerste Paasdag.;Pasen;;;
Morgen hebben jullie paasontbijt op school!;Pasen;;;
We gaan bij oma eieren zoeken.;Pasen;;;
We gaan bij oma brunchen voor Pasen.;Pasen;;;
Was jij de paashaas?;Pasen;;;
De tafel is mooi versierd met mooie servetjes en paaseitjes.;Pasen;;;
De eieren zijn gekookt.;Pasen;;;
Heb je het eitje gepeld?;Pasen;;;
Wil je samen het eitje pellen?;Pasen;;;
Wil je het eigeel opeten?;Pasen;;;
Wil je een paasbroodje?;Pasen;;;
Wil je een sneetje van de paasstol?;Pasen;;;
Wil je een croissantje?;Pasen;;;
Wil je jam erop?;Pasen;;;
Dat is een speciaal paasontbijtje.;Pasen;;;
De paashaas heeft ook iets voor jou gebracht.;Pasen;;;
Deze is van chocola, die mag je opeten.;Pasen;;;
Dit ei is van plastic, die bewaren we voor volgend jaar.;Pasen;;;
Je hebt al veel eitjes gevonden!;Pasen;;;
Kijk, een paaskuikentje!;Pasen;;;
Niet te hard drukken, dan gaat het ei stuk.;Pasen;;;
Stop het eitje maar in je mandje.;Pasen;;;
Heb je het eitje gevonden?;Pasen;;;
Wel eerlijk delen, hè?;Pasen;;;
Zie je het paasei? Goed gezocht!;Pasen;;;
Jij bent de jongste, dus jij mag Ma Nishtana zingen!;Pesach;;;
En nu is het tijd om de afikoman te zoeken!;Pesach;;;
Degene die de afikoman vindt, krijgt een cadeautje!;Pesach;;;
Je mag helpen de tafel te dekken!;Pesach;;;
Kijk, hier is het speciale Pesachbord!;Pesach;;;
En hier is het speciale bord voor matzes!;Pesach;;;
Het bord is vierkant, net als de matzes uit Israël!;Pesach;;;
We doen een verbandje om je knie, dan blijft het schoon.;Pijn;;;
